date,hour,min,sec,Temperature,pH,Turbidity
15,16,0,35,20.99,7.81,197
15,16,1,33,20.99,7.81,197
15,16,2,33,20.98,7.81,197
15,16,3,22,20.98,7.81,197
15,16,4,26,20.98,7.81,197
x,16,5,21,20.97,7.81,197
15,16,6,20,20.97,7.81,197
15,16,7,17,20.95,7.81,197
15,16,8,59,20.94,7.81,197
15,16,10,0,20.93,7.81,197
15,16,11,11,20.92,7.81,197
15,16,12,30,20.93,7.81,197
15,16,13,44,20.93,7.81,197
15,16,14,58,20.91,7.8,197
15,16,15,40,20.9,7.8,197
15,16,16,43,20.9,7.8,197
15,16,17,14,20.89,7.8,197
15,16,18,10,20.9,7.8,197
15,16,19,14,20.89,7.8,197
15,16,20,10,20.88,7.8,197
15,16,21,14,20.86,7.8,197
15,16,22,9,20.85,7.8,197
15,16,23,1,20.84,7.8,197
15,16,23,56,20.81,7.8,197
15,16,24,51,20.79,7.79,197
15,16,25,46,20.75,7.79,197
15,16,26,44,20.75,7.79,197
15,16,27,36,20.74,7.79,197
15,16,28,35,20.75,7.79,197
15,16,29,29,20.74,7.79,197
15,16,30,28,20.71,7.79,197
15,16,31,30,20.69,7.79,197
15,16,32,28,20.68,7.79,197
15,16,33,20,20.65,7.78,197
15,16,34,15,20.67,7.78,197
15,16,35,11,20.64,7.78,197
15,16,36,15,20.66,7.78,197
15,16,37,12,20.63,7.78,197
15,16,38,7,20.6,7.78,197
15,16,39,8,20.6,7.78,197
15,16,41,25,20.59,7.78,197
15,16,42,23,20.6,7.78,197
15,16,43,15,20.6,7.78,197
15,16,44,14,20.58,7.77,197
15,16,46,0,20.57,7.77,197
15,16,46,54,20.57,7.77,197
15,16,47,52,20.54,7.77,197
15,16,48,47,20.54,7.77,197
15,16,49,43,20.55,7.77,197
15,16,50,37,20.55,7.77,197
15,16,51,32,20.55,7.77,197
15,16,52,27,20.52,7.77,197
15,16,53,23,20.51,7.76,197
15,16,54,20,20.48,7.76,197
15,16,55,18,20.5,7.76,197
15,16,56,13,20.49,7.76,197
15,16,57,12,20.47,7.76,197
15,16,58,7,20.49,7.76,197
15,16,59,2,20.5,7.76,197
15,16,59,57,20.52,7.76,197
15,17,1,3,20.51,7.76,197
15,17,1,59,20.49,7.75,197
15,17,2,59,20.51,7.75,197
15,17,3,56,20.49,7.75,197
15,17,4,50,20.46,7.75,197
15,17,5,47,20.46,7.75,197
15,17,6,44,20.43,7.75,197
15,17,7,41,20.43,7.75,197
15,17,8,38,20.44,7.75,197
15,17,9,33,20.41,7.75,197
15,17,10,27,20.4,7.75,197
15,17,11,38,20.41,7.74,197
15,17,12,34,20.42,7.74,197
15,17,13,43,20.42,7.74,197
15,17,14,40,20.42,7.74,197
15,17,15,40,20.44,7.74,197
15,17,16,32,20.43,7.74,197
15,17,19,14,20.43,7.74,197
15,17,20,8,20.44,7.74,197
15,17,21,10,20.45,7.74,197
15,17,24,26,20.45,7.74,197
15,17,25,27,20.44,7.74,197
15,17,26,22,20.42,7.73,197
15,17,27,15,20.42,7.73,197
15,17,28,9,20.42,7.73,197
15,17,29,33,20.41,7.73,197
15,17,30,59,20.41,7.73,197
15,17,31,39,20.38,7.73,197
15,17,32,34,20.38,7.73,197
15,17,33,29,20.4,7.73,197
15,17,34,24,20.38,7.73,197
15,17,36,14,20.38,7.73,197
15,17,37,9,20.37,7.73,197
15,17,39,2,20.36,7.73,197
15,17,39,58,20.37,7.73,197
15,17,40,55,20.37,7.73,197
15,17,41,49,20.39,7.73,197
15,17,42,44,20.39,7.73,197
15,17,43,40,20.39,7.73,197
15,17,44,35,20.35,7.73,197
15,17,45,30,20.36,7.73,197
15,17,46,25,20.38,7.73,197
15,17,47,30,20.35,7.73,197
15,17,49,15,20.37,7.73,197
15,17,50,14,20.35,7.73,197
15,17,51,8,20.36,7.73,197
15,17,52,4,20.37,7.73,197
15,17,53,2,20.35,7.73,197
15,17,53,58,20.37,7.73,197
15,17,54,53,20.38,7.73,197
15,17,55,58,20.38,7.73,197
15,17,56,53,20.36,7.73,197
15,17,57,55,20.33,7.72,197
15,17,58,50,20.3,7.72,197
15,17,59,45,20.31,7.72,197
15,18,0,43,20.31,7.72,197
15,18,2,29,20.29,7.72,197
15,18,3,25,20.27,7.72,197
15,18,4,22,20.26,7.72,197
15,18,5,20,20.27,7.72,197
15,18,6,15,20.28,7.72,197
15,18,8,5,20.26,7.72,197
15,18,9,1,20.25,7.72,197
15,18,10,17,20.27,7.72,197
15,18,11,41,20.28,7.72,197
15,18,13,54,20.29,7.72,197
15,18,15,9,20.26,7.72,197
15,18,16,5,20.26,7.72,197
15,18,17,0,20.26,7.72,197
15,18,17,55,20.23,7.72,197
15,18,18,52,20.24,7.72,197
15,18,20,48,20.22,7.72,197
15,18,21,43,20.21,7.72,197
15,18,22,38,20.19,7.72,197
15,18,23,43,20.16,7.72,197
15,18,24,48,20.14,7.72,197
15,18,26,58,20.13,7.72,197
15,18,28,47,20.13,7.72,197
15,18,29,44,20.14,7.72,197
15,18,30,42,20.13,7.72,197
15,18,31,38,20.11,7.72,197
15,18,32,38,20.09,7.72,197
15,18,33,30,20.09,7.72,197
15,18,34,45,20.07,7.72,197
15,18,35,50,20.06,7.72,197
15,18,36,56,20.08,7.72,197
15,18,37,49,20.08,7.72,197
15,18,38,35,20.07,7.72,197
15,18,39,38,20.07,7.72,197
15,18,40,20,20.09,7.72,197
15,18,41,7,20.09,7.72,197
15,18,41,59,20.11,7.72,197
15,18,43,48,20.13,7.72,197
15,18,44,50,20.15,7.72,197
15,18,45,48,20.12,7.72,197
15,18,46,43,20.15,7.72,197
15,18,47,35,20.13,7.72,197
15,18,48,30,20.11,7.72,197
15,18,49,25,20.12,7.72,197
15,18,50,21,20.11,7.72,197
15,18,51,16,20.11,7.72,197
15,18,53,10,20.08,7.72,197
15,18,54,50,20.08,7.72,197
15,18,55,46,20.08,7.72,197
15,18,56,43,20.1,7.73,197
15,18,57,35,20.08,7.73,197
15,18,58,30,20.05,7.73,197
15,18,59,48,20.05,7.73,197
15,19,0,50,20.05,7.73,197
15,19,1,40,20.03,7.73,197
15,19,2,35,20.05,7.73,197
15,19,3,48,20.04,7.73,197
15,19,4,59,20.05,7.73,197
15,19,5,50,20.05,7.73,197
15,19,6,1,20.04,7.73,197
15,19,7,50,20.04,7.73,197
15,19,9,1,20.03,7.74,197
15,19,10,0,20.03,7.74,197
15,19,10,9,20,7.74,197
15,19,11,5,20.02,7.74,197
15,19,12,11,20.02,7.74,197
15,19,13,29,20.03,7.75,197
15,19,14,27,20.03,7.75,197
15,19,15,20,20.01,7.75,197
15,19,16,27,20,7.75,197
15,19,17,38,19.99,7.75,197
15,19,18,31,19.96,7.76,197
15,19,19,57,19.95,7.76,197
15,19,20,7,19.93,7.76,197
15,19,21,27,19.89,7.76,196
15,19,22,44,19.87,7.77,196
15,19,23,42,19.84,7.77,196
15,19,24,46,19.8,7.78,196
15,19,25,52,19.77,7.78,196
15,19,26,6,19.75,7.78,196
15,19,27,14,19.71,7.79,196
15,19,28,28,19.69,7.79,196
15,19,29,33,19.65,7.8,196
15,19,30,47,19.64,7.8,196
15,19,31,51,19.61,7.81,196
15,19,32,1,19.58,7.81,196
15,19,33,14,19.55,7.82,196
15,19,34,26,19.55,7.82,196
15,19,35,38,19.51,7.83,196
15,19,36,41,19.46,7.83,196
15,19,37,55,19.46,7.84,196
15,19,38,5,19.43,7.85,196
15,19,40,33,19.43,7.85,196
15,19,42,20,19.39,7.86,196
15,19,43,15,19.37,7.86,196
15,19,44,10,19.34,7.87,196
15,19,45,5,19.3,7.88,196
15,19,46,0,19.26,7.88,196
15,19,47,10,19.25,7.89,196
15,19,48,25,19.25,7.89,196
15,19,49,45,19.22,7.9,196
15,19,51,18,19.23,7.9,196
15,19,52,16,19.22,7.91,196
15,19,53,11,19.21,7.92,196
15,19,54,22,19.21,7.92,196
15,19,55,36,19.19,7.93,196
15,19,56,47,19.16,7.93,196
15,19,57,51,19.15,7.94,196
15,19,58,1,19.12,7.94,196
15,19,59,10,19.11,7.95,196
15,20,0,15,19.1,7.95,196
15,20,1,12,19.08,7.96,196
15,20,2,24,19.06,7.96,196
15,20,3,31,19.06,7.97,196
15,20,4,49,19.04,7.97,196
15,20,5,55,19.01,7.97,196
15,20,6,1,19.01,7.98,196
15,20,7,19,19.02,7.98,196
15,20,8,29,18.99,7.99,196
15,20,9,45,18.96,7.99,196
15,20,10,57,18.93,8,196
15,20,11,5,18.91,8,196
15,20,13,12,18.88,8.01,196
15,20,14,10,18.85,8.01,196
15,20,15,6,18.83,8.01,196
15,20,16,1,18.84,8.02,196
15,20,16,56,18.81,8.02,196
15,20,17,51,18.82,8.03,196
15,20,18,46,18.78,8.03,196
15,20,19,41,18.78,8.03,196
15,20,20,37,18.75,8.04,196
15,20,21,32,18.76,8.04,196
15,20,22,31,18.74,8.04,196
15,20,23,31,18.71,8.05,196
15,20,24,20,18.72,8.05,196
15,20,25,34,18.73,8.05,196
15,20,26,21,18.72,8.06,196
15,20,27,45,18.7,8.06,196
15,20,28,41,18.69,8.07,196
15,20,29,45,18.66,8.07,196
15,20,30,51,18.64,8.07,196
15,20,22,56,18.63,8.08,196
15,20,33,31,18.6,8.08,196
15,20,35,39,18.61,8.08,196
15,20,36,34,18.58,8.08,196
15,20,37,31,18.56,8.09,196
15,20,38,29,18.56,8.09,196
15,20,39,24,18.58,8.09,196
15,20,40,22,18.56,8.1,196
15,20,41,14,18.54,8.1,196
15,20,42,9,18.52,8.1,196
15,20,43,4,18.54,8.1,196
15,20,43,59,18.53,8.11,196
15,20,44,54,18.52,8.11,196
15,20,45,49,18.52,8.11,196
15,20,46,44,18.53,8.11,196
15,20,47,39,18.51,8.12,196
15,20,48,34,18.52,8.12,196
15,20,49,29,18.53,8.12,196
15,20,50,24,18.54,8.12,196
15,20,51,22,18.52,8.13,196
15,20,52,17,18.51,8.13,196
15,20,53,12,18.52,8.13,196
15,20,54,7,18.5,8.13,196
15,20,55,9,18.48,8.14,196
15,20,56,4,18.48,8.14,196
15,20,57,0,18.46,8.14,196
15,20,58,1,18.46,8.14,196
15,20,59,10,18.48,8.15,196
15,21,0,0,18.46,8.15,196
15,21,1,15,18.46,8.15,196
15,21,2,23,18.44,8.15,196
15,21,3,21,18.45,8.15,196
15,21,4,16,18.43,8.15,196
15,21,5,11,18.42,8.16,196
15,21,6,6,18.4,8.16,196
15,21,7,1,18.41,8.16,196
15,21,7,56,18.4,8.16,196
15,21,8,51,18.38,8.16,196
15,21,9,50,18.4,8.17,196
15,21,10,45,18.37,8.17,196
15,21,11,46,18.38,8.17,196
15,21,12,41,18.37,8.17,196
15,21,13,38,18.38,8.17,196
15,21,14,33,18.37,8.17,196
15,21,16,21,18.4,8.17,196
15,21,18,12,18.41,8.18,196
15,21,19,10,18.4,8.18,196
15,21,20,20,18.4,8.18,196
15,21,21,33,18.41,8.18,196
15,21,22,40,18.41,8.18,196
15,21,23,47,18.39,8.18,196
15,21,24,51,18.38,8.18,196
15,21,28,26,18.39,8.19,196
15,21,29,21,18.36,8.19,196
15,21,30,19,18.34,8.19,196
15,21,31,14,18.33,8.19,196
15,21,32,8,18.31,8.19,196
15,21,33,4,18.3,8.19,196
15,21,33,58,18.29,8.19,196
15,21,34,53,18.27,8.19,196
15,21,35,48,18.29,8.2,196
15,21,36,43,18.29,8.2,196
15,21,37,38,18.28,8.2,196
15,21,38,33,18.26,8.2,196
15,21,39,28,18.24,8.2,196
15,21,40,24,18.24,8.2,196
15,21,41,19,18.25,8.2,196
15,21,42,14,18.25,8.2,196
15,21,43,9,18.24,8.2,196
15,21,44,4,18.22,8.2,196
15,21,44,59,18.22,8.21,196
15,21,45,54,18.2,8.21,196
15,21,46,49,18.23,8.21,196
15,21,47,44,18.24,8.21,196
15,21,48,39,18.26,8.21,195
15,21,49,34,18.24,8.21,195
15,21,50,29,18.23,8.21,195
15,21,51,24,18.23,8.21,195
15,21,52,19,18.23,8.21,195
15,21,53,14,18.23,8.21,195
15,21,54,9,18.22,8.21,195
15,21,55,4,18.21,8.21,195
15,21,55,59,18.19,8.21,195
15,21,56,54,18.2,8.22,195
15,21,57,49,18.19,8.22,195
15,21,58,44,18.2,8.22,195
15,21,59,39,18.21,8.22,195
15,22,0,34,18.21,8.22,195
15,22,1,29,18.2,8.22,195
15,22,2,24,18.18,8.22,195
15,22,3,19,18.17,8.22,195
15,22,4,14,18.16,8.22,195
15,22,6,5,18.18,8.22,195
15,22,6,59,18.18,8.22,195
15,22,7,54,18.17,8.22,195
15,22,8,49,18.14,8.22,195
15,22,9,44,18.13,8.22,195
15,22,10,39,18.14,8.22,195
15,22,11,34,18.13,8.22,195
15,22,12,29,18.13,8.22,195
15,22,13,24,18.15,8.22,195
15,22,14,19,18.16,8.22,195
15,22,15,14,18.18,8.22,195
15,22,16,9,18.18,8.22,195
15,22,17,4,18.2,8.22,195
15,22,17,59,18.22,8.22,195
15,22,18,54,18.23,8.22,195
15,22,19,49,18.24,8.22,195
15,22,20,44,18.25,8.23,195
15,22,21,39,18.24,8.23,195
15,22,22,34,18.22,8.23,195
15,22,23,29,18.24,8.23,195
15,22,24,24,18.25,8.23,195
15,22,25,19,18.26,8.23,195
15,22,26,14,18.27,8.23,195
15,22,27,9,18.26,8.23,195
15,22,28,4,18.26,8.23,195
15,22,28,59,18.26,8.23,195
15,22,29,54,18.23,8.23,195
15,22,30,49,18.23,8.23,195
15,22,31,44,18.24,8.23,195
15,22,32,38,18.2,8.23,195
15,22,33,34,18.19,8.23,195
15,22,34,28,18.16,8.23,195
15,22,35,24,18.17,8.23,195
15,22,36,19,18.16,8.23,195
15,22,37,14,18.17,8.23,195
15,22,38,8,18.18,8.23,195
15,22,39,4,18.15,8.23,195
15,22,39,58,18.14,8.23,195
15,22,40,54,18.14,8.23,195
15,22,41,48,18.12,8.23,195
15,22,42,44,18.13,8.23,195
15,22,43,42,18.15,8.23,195
15,22,44,37,18.15,8.23,195
15,22,45,32,18.12,8.23,195
15,22,46,27,18.13,8.23,195
15,22,47,21,18.11,8.23,195
15,22,48,16,18.1,8.23,195
15,22,49,14,18.12,8.23,195
15,22,50,6,18.11,8.23,195
15,22,51,1,18.12,8.23,195
15,22,51,56,18.11,8.23,195
15,22,52,51,18.1,8.23,195
15,22,53,46,18.11,8.23,195
15,22,54,41,18.13,8.23,195
15,22,55,36,18.1,8.23,195
15,22,56,31,18.07,8.23,195
15,22,57,26,18.05,8.23,195
15,22,58,21,18.06,8.23,195
15,22,59,16,18.04,8.23,195
15,23,0,11,18.02,8.23,195
15,23,1,6,18,8.23,195
15,23,2,0,18,8.23,195
15,23,2,56,17.98,8.23,195
15,23,3,50,17.96,8.23,195
15,23,4,46,17.97,8.22,195
15,23,5,40,17.97,8.22,195
15,23,6,35,17.97,8.22,195
15,23,7,30,17.96,8.22,195
15,23,8,25,17.95,8.22,195
15,23,9,20,17.98,8.22,195
15,23,10,16,17.97,8.22,195
15,23,11,11,17.95,8.22,195
15,23,12,6,17.94,8.22,195
15,23,13,1,17.95,8.22,195
15,23,13,56,17.95,8.22,195
15,23,14,51,17.93,8.22,195
15,23,15,46,17.94,8.22,195
15,23,16,41,17.92,8.22,195
15,23,17,36,17.92,8.22,195
15,23,18,31,17.94,8.23,195
15,23,19,26,17.93,8.23,195
15,23,20,21,17.93,8.23,195
15,23,21,16,17.92,8.23,195
15,23,22,10,17.93,8.23,195
15,23,23,6,17.95,8.23,195
15,23,24,0,17.94,8.23,195
15,23,24,56,17.94,8.23,195
15,23,25,50,17.93,8.23,195
15,23,26,45,17.93,8.23,195
15,23,27,40,17.91,8.23,195
15,23,28,35,17.94,8.23,195
15,23,29,30,17.93,8.23,195
15,23,30,33,17.94,8.23,195
15,23,31,28,17.95,8.23,195
15,23,32,58,17.97,8.23,195
15,23,33,53,17.97,8.23,195
15,23,34,48,17.95,8.23,195
15,23,35,43,17.93,8.23,195
15,23,36,38,17.93,8.23,195
15,23,37,33,17.91,8.23,195
15,23,38,28,17.9,8.23,195
15,23,39,23,17.88,8.23,195
15,23,40,18,17.86,8.23,195
15,23,41,13,17.85,8.23,195
15,23,42,8,17.88,8.23,195
15,23,43,3,17.87,8.23,195
15,23,43,58,17.89,8.23,195
15,23,44,56,17.9,8.23,195
15,23,45,48,17.89,8.23,195
15,23,46,43,17.9,8.23,195
15,23,47,38,17.89,8.23,195
15,23,48,33,17.9,8.23,195
15,23,49,28,17.88,8.24,195
15,23,50,23,17.89,8.24,195
15,23,51,18,17.88,8.24,195
15,23,52,12,17.88,8.24,195
15,23,53,8,17.86,8.24,195
15,23,54,2,17.85,8.24,195
15,23,54,57,17.83,8.24,195
15,23,55,52,17.82,8.24,195
15,23,56,47,17.8,8.24,195
15,23,57,42,17.78,8.24,195
15,23,58,37,17.77,8.24,195
15,23,59,32,17.79,8.24,195
16,0,0,27,17.81,8.24,195
16,0,1,22,17.8,8.24,195
16,0,2,17,17.79,8.24,195
16,0,3,12,17.79,8.24,195
16,0,4,7,17.79,8.24,195
16,0,5,2,17.8,8.24,195
16,0,5,57,17.78,8.24,195
16,0,6,52,17.79,8.24,195
16,0,7,47,17.78,8.24,195
16,0,8,42,17.77,8.24,195
16,0,9,37,17.78,8.25,195
16,0,10,31,17.79,8.25,195
16,0,11,27,17.81,8.25,195
16,0,12,21,17.81,8.25,195
16,0,13,16,17.81,8.25,195
16,0,14,11,17.83,8.25,195
16,0,15,6,17.84,8.25,195
16,0,16,1,17.84,8.25,195
16,0,16,56,17.84,8.25,195
16,0,17,51,17.83,8.25,195
16,0,18,46,17.85,8.25,195
16,0,19,41,17.85,8.25,195
16,0,20,36,17.83,8.25,195
16,0,21,31,17.82,8.25,195
16,0,22,26,17.8,8.25,195
16,0,23,21,17.8,8.25,195
16,0,24,16,17.79,8.25,195
16,0,25,11,17.79,8.25,195
16,0,26,6,17.79,8.25,195
16,0,27,1,17.81,8.25,195
16,0,27,56,17.78,8.26,195
16,0,28,51,17.78,8.26,195
16,0,29,46,17.76,8.26,195
16,0,30,41,17.74,8.26,195
16,0,31,36,17.74,8.26,195
16,0,32,30,17.76,8.26,195
16,0,33,26,17.73,8.26,195
16,0,34,21,17.73,8.26,195
16,0,35,16,17.75,8.26,195
16,0,36,11,17.73,8.26,195
16,0,37,6,17.72,8.26,195
16,0,38,4,17.71,8.26,195
16,0,38,56,17.68,8.26,195
16,0,39,51,17.69,8.26,195
16,0,40,46,17.7,8.26,195
16,0,41,41,17.7,8.26,195
16,0,42,36,17.68,8.26,195
16,0,43,31,17.66,8.26,195
16,0,44,26,17.68,8.27,195
16,0,45,22,17.67,8.27,195
16,0,46,17,17.66,8.27,195
16,0,47,12,17.64,8.27,195
16,0,48,7,17.64,8.27,195
16,0,49,2,17.62,8.27,195
16,0,49,57,17.6,8.27,195
16,0,50,52,17.59,8.27,195
16,0,51,47,17.6,8.27,195
16,0,52,42,17.58,8.27,195
16,0,53,37,17.61,8.27,195
16,0,54,31,17.61,8.27,195
16,0,55,33,17.61,8.27,195
16,0,56,25,17.63,8.27,195
16,0,57,21,17.62,8.27,195
16,0,58,39,17.62,8.27,195
16,0,59,32,17.6,8.27,195
16,1,1,31,17.59,8.28,195
16,1,2,26,17.58,8.28,195
16,1,3,21,17.6,8.28,195
16,1,4,16,17.6,8.28,195
16,1,5,13,17.58,8.28,195
16,1,6,12,17.57,8.28,195
16,1,7,57,17.57,8.28,195
16,1,9,50,17.55,8.28,195
16,1,10,45,17.54,8.28,195
16,1,11,46,17.54,8.28,195
16,1,12,38,17.56,8.28,195
16,1,13,33,17.57,8.28,195
16,1,14,28,17.56,8.28,195
16,1,15,23,17.57,8.28,195
16,1,16,18,17.55,8.28,195
16,1,17,13,17.54,8.29,195
16,1,18,8,17.53,8.29,195
16,1,19,3,17.52,8.29,195
16,1,19,58,17.5,8.29,195
16,1,20,53,17.49,8.29,195
16,1,21,48,17.47,8.29,195
16,1,22,43,17.47,8.29,195
16,1,23,38,17.5,8.29,195
16,1,24,33,17.51,8.29,195
16,1,25,28,17.54,8.29,195
16,1,26,23,17.53,8.29,195
16,1,28,8,17.55,8.29,195
16,1,29,3,17.57,8.29,195
16,1,29,58,17.57,8.29,195
16,1,30,53,17.57,8.29,195
16,1,31,48,17.59,8.3,195
16,1,32,43,17.56,8.3,195
16,1,33,38,17.56,8.3,195
16,1,34,33,17.54,8.3,195
16,1,35,27,17.51,8.3,195
16,1,36,23,17.49,8.3,195
16,1,37,17,17.49,8.3,195
16,1,38,12,17.5,8.3,195
16,1,39,7,17.49,8.3,195
16,1,40,3,17.47,8.3,195
16,1,40,57,17.46,8.3,195
16,1,41,52,17.45,8.3,195
16,1,42,47,17.45,8.3,195
16,1,43,42,17.44,8.3,195
16,1,44,37,17.43,8.3,195
16,1,45,33,17.46,8.3,195
16,1,46,27,17.44,8.3,195
16,1,47,23,17.46,8.3,195
16,1,48,17,17.44,8.3,195
16,1,49,13,17.46,8.3,195
16,1,50,8,17.45,8.3,195
16,1,51,3,17.48,8.3,195
16,1,51,57,17.48,8.3,195
16,1,52,53,17.5,8.3,195
16,1,53,47,17.52,8.31,195
16,1,54,43,17.54,8.31,195
16,1,55,37,17.53,8.31,195
16,1,56,33,17.54,8.31,195
16,1,57,27,17.56,8.31,195
16,1,58,22,17.57,8.31,195
16,1,59,17,17.56,8.31,195
16,2,0,12,17.55,8.31,195
16,2,1,7,17.56,8.31,195
16,2,2,2,17.54,8.31,195
16,2,3,0,17.51,8.31,195
16,2,4,55,17.52,8.31,195
16,2,6,0,17.52,8.31,195
16,2,6,54,17.53,8.31,195
16,2,7,50,17.55,8.31,195
16,2,8,44,17.54,8.31,195
16,2,9,40,17.56,8.31,195
16,2,10,37,17.57,8.31,194
16,2,11,30,17.54,8.31,194
16,2,12,24,17.53,8.31,194
16,2,13,20,17.54,8.31,194
16,2,14,14,17.54,8.31,194
16,2,15,12,17.52,8.31,194
16,2,17,25,17.52,8.31,194
16,2,18,20,17.53,8.31,194
16,2,19,16,17.52,8.31,194
16,2,20,11,17.53,8.31,194
16,2,21,6,17.51,8.31,194
16,2,22,1,17.53,8.31,194
16,2,22,56,17.53,8.31,194
16,2,23,51,17.5,8.31,194
16,2,24,49,17.49,8.31,194
16,2,25,44,17.51,8.31,194
16,2,26,39,17.49,8.31,194
16,2,27,34,17.5,8.31,194
16,2,28,30,17.5,8.31,194
16,2,29,24,17.5,8.31,194
16,2,30,20,17.51,8.31,194
16,2,31,17,17.51,8.31,194
16,2,32,12,17.5,8.31,194
16,2,33,10,17.51,8.31,194
16,2,35,43,17.51,8.31,194
16,2,36,38,17.52,8.31,194
16,2,38,38,17.51,8.31,194
16,2,39,33,17.52,8.31,194
16,2,40,50,17.5,8.31,194
16,2,41,45,17.5,8.31,194
16,2,42,40,17.49,8.31,194
16,2,43,34,17.47,8.31,194
16,2,44,33,17.45,8.31,194
16,2,45,28,17.45,8.31,194
16,2,46,23,17.44,8.31,194
16,2,48,30,17.46,8.31,194
16,2,49,19,17.46,8.31,194
16,2,50,15,17.44,8.31,194
16,2,51,10,17.45,8.31,194
16,2,52,12,17.43,8.31,194
16,2,53,10,17.43,8.31,194
16,2,54,7,17.45,8.31,194
16,2,55,3,17.44,8.3,194
16,2,55,57,17.45,8.3,194
16,2,56,53,17.43,8.3,194
16,2,57,47,17.42,8.3,194
16,2,58,45,17.43,8.3,194
16,2,59,40,17.43,8.3,194
16,3,0,38,17.42,8.3,194
16,3,1,33,17.42,8.3,194
16,3,2,32,17.41,8.3,194
16,3,3,27,17.42,8.3,194
16,3,4,22,17.41,8.3,194
16,3,6,10,17.41,8.3,194
16,3,7,8,17.4,8.3,194
16,3,8,0,17.43,8.3,194
16,3,8,55,17.45,8.3,194
16,3,9,50,17.46,8.3,194
16,3,10,45,17.49,8.3,194
16,3,11,40,17.47,8.3,194
16,3,12,35,17.46,8.3,194
16,3,13,33,17.45,8.3,194
16,3,14,28,17.44,8.3,194
16,3,15,26,17.44,8.3,194
16,3,16,28,17.46,8.3,194
16,3,18,43,17.46,8.3,194
16,3,20,28,17.48,8.3,194
16,3,21,23,17.46,8.3,194
16,3,23,31,17.48,8.3,194
16,3,24,26,17.47,8.3,194
16,3,26,12,17.49,8.3,194
16,3,27,53,17.48,8.29,194
16,3,28,34,17.46,8.29,194
16,3,29,32,17.48,8.29,194
16,3,30,24,17.49,8.29,194
16,3,31,19,17.5,8.29,194
16,3,32,14,17.49,8.29,194
16,3,33,8,17.51,8.29,194
16,3,34,4,17.5,8.29,194
16,3,35,6,17.5,8.29,194
16,3,36,0,17.48,8.29,194
16,3,36,56,17.49,8.29,194
16,3,37,51,17.48,8.29,194
16,3,38,46,17.47,8.29,194
16,3,39,41,17.49,8.29,194
16,3,40,39,17.48,8.29,194
16,3,41,31,17.5,8.29,194
16,3,42,26,17.49,8.29,194
16,3,43,21,17.49,8.29,194
16,3,44,17,17.49,8.29,194
16,3,45,12,17.47,8.29,194
16,3,46,7,17.46,8.28,194
16,3,47,2,17.44,8.28,194
16,3,48,0,17.45,8.28,194
16,3,48,54,17.46,8.28,194
16,3,50,47,17.44,8.28,194
16,3,51,45,17.46,8.28,194
16,3,53,34,17.44,8.28,194
16,3,55,35,17.47,8.28,194
16,3,56,33,17.45,8.28,194
16,4,0,27,17.44,8.28,194
16,4,1,23,17.45,8.28,194
16,4,2,18,17.46,8.28,194
16,4,3,13,17.46,8.28,194
16,4,4,9,17.45,8.28,194
16,4,5,5,17.44,8.28,194
16,4,6,0,17.42,8.28,194
16,4,6,55,17.45,8.28,194
16,4,7,50,17.46,8.28,194
16,4,8,45,17.44,8.27,194
16,4,10,30,17.47,8.27,194
16,4,11,26,17.49,8.27,194
16,4,12,21,17.5,8.27,194
16,4,13,16,17.52,8.27,194
16,4,14,11,17.54,8.27,194
16,4,15,6,17.52,8.27,194
16,4,16,1,17.54,8.27,194
16,4,16,56,17.55,8.27,194
16,4,17,54,17.55,8.27,194
16,4,18,49,17.55,8.27,194
16,4,19,41,17.56,8.27,194
16,4,20,36,17.56,8.27,194
16,4,21,31,17.56,8.27,194
16,4,22,27,17.58,8.27,194
16,4,24,23,17.6,8.27,194
16,4,25,18,17.62,8.26,194
16,4,28,59,17.61,8.26,194
16,4,29,53,17.61,8.26,194
16,4,30,49,17.63,8.26,194
16,4,31,44,17.62,8.26,194
16,4,32,39,17.64,8.26,194
16,4,33,34,17.63,8.26,194
16,4,35,24,17.64,8.26,194
16,4,36,19,17.62,8.26,194
16,4,37,13,17.61,8.26,194
16,4,38,9,17.63,8.26,194
16,4,39,3,17.64,8.26,194
16,4,39,59,17.65,8.26,194
16,4,40,54,17.64,8.26,194
16,4,41,52,17.66,8.26,194
16,4,42,47,17.65,8.26,194
16,4,43,48,17.64,8.26,194
16,4,44,44,17.62,8.26,194
16,4,45,38,17.61,8.26,194
16,4,46,41,17.64,8.25,194
16,4,47,55,17.62,8.25,194
16,4,48,59,17.64,8.25,194
16,4,49,0,17.64,8.25,194
16,4,50,4,17.63,8.25,194
16,4,50,57,17.61,8.25,194
16,4,51,51,17.61,8.25,194
16,4,52,47,17.59,8.25,194
16,4,53,42,17.59,8.25,194
16,4,54,37,17.58,8.25,194
16,4,57,45,17.57,8.25,194
16,4,58,40,17.59,8.25,194
16,5,0,36,17.6,8.25,194
16,5,1,58,17.6,8.24,194
16,5,2,31,17.6,8.24,194
16,5,4,24,17.59,8.24,194
16,5,5,16,17.62,8.24,194
16,5,7,39,17.64,8.24,194
16,5,8,48,17.63,8.24,194
16,5,9,40,17.64,8.24,194
16,5,10,50,17.66,8.24,194
16,5,12,2,17.69,8.24,194
16,5,12,57,17.68,8.23,194
16,5,13,58,17.68,8.23,194
16,5,15,48,17.68,8.23,194
