date,hour,min,sec,Temperature,pH,Turbidity
18,22,34,11,19.19,7.68,200
18,22,35,5,19.21,7.69,200
18,22,36,0,19.2,7.69,200
18,22,36,55,19.17,7.69,200
18,22,37,50,19.18,7.69,200
18,22,38,45,19.17,7.7,200
18,22,39,40,19.16,7.7,200
18,22,40,35,19.15,7.7,200
18,22,41,30,19.12,7.7,200
18,22,42,25,19.1,7.71,200
18,22,43,20,19.08,7.71,200
18,22,44,15,19.08,7.71,200
18,22,45,10,19.09,7.71,200
18,22,46,4,19.1,7.72,200
18,22,47,0,19.11,7.72,200
18,22,47,54,19.09,7.72,200
18,22,48,49,19.11,7.72,200
18,22,49,44,19.09,7.73,200
18,22,50,39,19.09,7.73,200
18,22,51,34,19.08,7.73,200
18,22,52,29,19.08,7.74,200
18,22,53,24,19.05,7.74,200
18,22,54,19,19.05,7.74,200
18,22,55,14,19.04,7.74,200
18,22,56,9,19.06,7.75,200
18,22,57,3,19.07,7.75,200
18,22,57,59,19.06,7.75,200
18,22,58,53,19.04,7.75,200
18,22,59,48,19.04,7.76,200
18,23,0,43,19.04,7.76,200
18,23,1,38,19.03,7.76,200
18,23,2,33,19.01,7.77,200
18,23,3,28,19.03,7.77,200
18,23,4,23,19.01,7.77,200
18,23,5,18,19.01,7.77,200
18,23,6,13,19.02,7.78,200
18,23,7,8,19.01,7.78,200
18,23,8,3,19.01,7.78,200
18,23,8,58,18.99,7.79,200
18,23,9,52,18.98,7.79,200
18,23,10,47,18.99,7.79,200
18,23,11,42,18.97,7.79,200
18,23,12,37,18.98,7.8,200
18,23,13,32,18.97,7.8,200
18,23,14,27,18.95,7.8,200
18,23,15,22,18.93,7.81,200
18,23,16,17,18.91,7.81,200
18,23,17,12,18.93,7.81,200
18,23,18,7,18.91,7.81,200
18,23,19,2,18.91,7.82,200
18,23,19,57,18.91,7.82,200
18,23,20,52,18.9,7.82,200
18,23,21,47,18.87,7.83,200
18,23,22,47,18.89,7.83,200
18,23,23,40,18.9,7.83,200
18,23,24,35,18.9,7.83,200
18,23,25,30,18.9,7.84,200
18,23,26,24,18.9,7.84,200
18,23,27,20,18.92,7.84,200
18,23,28,14,18.93,7.85,200
18,23,29,9,18.95,7.85,200
18,23,30,4,18.93,7.85,200
18,23,30,59,18.93,7.85,200
18,23,31,54,18.92,7.86,200
18,23,32,49,18.9,7.86,200
18,23,33,44,18.88,7.86,200
18,23,34,39,18.89,7.87,200
18,23,35,34,18.86,7.87,200
18,23,36,29,18.86,7.87,200
18,23,37,24,18.88,7.87,200
18,23,38,19,18.87,7.88,200
18,23,39,13,18.88,7.88,200
18,23,40,9,18.9,7.88,200
18,23,41,3,18.91,7.89,200
18,23,41,58,18.88,7.89,200
18,23,42,53,18.9,7.89,200
18,23,43,48,18.89,7.89,200
18,23,44,43,18.91,7.9,200
18,23,45,38,18.92,7.9,200
18,23,46,33,18.93,7.9,200
18,23,47,28,18.94,7.91,199
18,23,48,23,18.94,7.91,199
18,23,49,18,18.94,7.91,199
18,23,50,13,18.95,7.91,199
18,23,51,8,18.91,7.92,199
18,23,52,2,18.91,7.92,199
18,23,52,57,18.9,7.92,199
18,23,53,52,18.91,7.92,199
18,23,54,47,18.92,7.93,199
18,23,55,42,18.91,7.93,199
18,23,56,37,18.88,7.93,199
18,23,57,32,18.87,7.94,199
18,23,58,27,18.87,7.94,199
18,23,59,22,18.87,7.94,199
19,0,0,17,18.86,7.94,199
19,0,1,12,18.85,7.95,199
19,0,2,7,18.83,7.95,199
19,0,3,1,18.83,7.95,199
19,0,3,56,18.81,7.96,199
19,0,4,51,18.78,7.96,199
19,0,5,46,18.77,7.96,199
19,0,6,41,18.75,7.96,199
19,0,7,36,18.77,7.97,199
19,0,8,31,18.74,7.97,199
19,0,9,26,18.72,7.97,199
19,0,10,21,18.71,7.97,199
19,0,11,16,18.69,7.98,199
19,0,12,11,18.7,7.98,199
19,0,13,6,18.71,7.98,199
19,0,14,0,18.72,7.98,199
19,0,14,56,18.73,7.99,199
19,0,15,50,18.74,7.99,199
19,0,16,45,18.74,7.99,199
19,0,17,40,18.73,7.99,199
19,0,18,36,18.71,8,199
19,0,19,30,18.71,8,199
19,0,20,25,18.68,8,199
19,0,21,20,18.68,8.01,199
19,0,22,15,18.66,8.01,199
19,0,23,10,18.68,8.01,199
19,0,24,5,18.67,8.01,199
19,0,25,0,18.65,8.02,199
19,0,25,55,18.66,8.02,199
19,0,26,50,18.66,8.02,199
19,0,27,45,18.68,8.02,199
19,0,28,40,18.65,8.03,199
19,0,29,35,18.63,8.03,199
19,0,30,29,18.65,8.03,199
19,0,31,24,18.63,8.04,199
19,0,32,19,18.63,8.04,199
19,0,33,14,18.61,8.04,199
19,0,34,9,18.6,8.04,199
19,0,35,4,18.61,8.05,199
19,0,35,59,18.59,8.05,199
19,0,36,54,18.58,8.05,199
19,0,37,49,18.55,8.05,199
19,0,38,45,18.55,8.06,199
19,0,39,40,18.52,8.06,199
19,0,40,35,18.54,8.06,199
19,0,41,30,18.52,8.07,199
19,0,42,25,18.52,8.07,199
19,0,43,20,18.53,8.07,199
19,0,44,15,18.55,8.07,199
19,0,45,10,18.57,8.08,199
19,0,46,5,18.55,8.08,199
19,0,46,59,18.55,8.08,199
19,0,47,55,18.54,8.09,199
19,0,48,49,18.52,8.09,199
19,0,49,44,18.52,8.09,199
19,0,50,39,18.54,8.09,199
19,0,51,34,18.55,8.1,199
19,0,52,29,18.57,8.1,199
19,0,53,24,18.55,8.1,199
19,0,54,19,18.57,8.11,199
19,0,55,14,18.55,8.11,199
19,0,56,9,18.55,8.11,199
19,0,57,4,18.53,8.12,199
19,0,57,59,18.5,8.12,199
19,0,58,54,18.48,8.12,199
19,0,59,49,18.48,8.12,199
19,1,0,44,18.5,8.13,199
19,1,1,39,18.51,8.13,199
19,1,2,34,18.52,8.13,199
19,1,3,28,18.51,8.13,199
19,1,4,24,18.49,8.14,199
19,1,5,18,18.49,8.14,199
19,1,6,13,18.51,8.14,199
19,1,7,8,18.52,8.14,199
19,1,8,3,18.49,8.15,199
19,1,8,58,18.49,8.15,199
19,1,9,53,18.48,8.15,199
19,1,10,48,18.49,8.16,199
19,1,11,43,18.5,8.16,199
19,1,12,38,18.5,8.16,199
19,1,13,33,18.51,8.16,199
19,1,14,28,18.5,8.17,199
19,1,15,23,18.48,8.17,199
19,1,16,17,18.46,8.17,199
19,1,17,13,18.44,8.17,199
19,1,18,7,18.46,8.18,199
19,1,19,2,18.44,8.18,199
19,1,19,57,18.44,8.18,199
19,1,20,52,18.44,8.18,199
19,1,21,47,18.46,8.19,199
19,1,22,42,18.46,8.19,199
19,1,23,37,18.45,8.19,199
19,1,24,32,18.45,8.2,199
19,1,25,27,18.44,8.2,199
19,1,26,22,18.43,8.2,199
19,1,27,17,18.44,8.2,199
19,1,28,12,18.45,8.21,199
19,1,29,7,18.46,8.21,199
19,1,30,3,18.43,8.21,199
19,1,30,57,18.44,8.21,199
19,1,31,53,18.44,8.22,199
19,1,32,47,18.45,8.22,199
19,1,33,42,18.45,8.22,199
19,1,34,37,18.42,8.22,199
19,1,35,32,18.41,8.23,199
19,1,36,27,18.41,8.23,199
19,1,37,22,18.41,8.23,199
19,1,38,17,18.42,8.23,199
19,1,39,12,18.42,8.24,199
19,1,40,7,18.41,8.24,199
19,1,41,2,18.4,8.24,199
19,1,41,57,18.4,8.24,199
19,1,42,52,18.38,8.25,199
19,1,43,47,18.39,8.25,199
19,1,44,42,18.36,8.25,198
19,1,45,37,18.36,8.25,198
19,1,46,32,18.34,8.25,198
19,1,47,26,18.35,8.26,198
19,1,48,22,18.33,8.26,198
19,1,49,16,18.32,8.26,198
19,1,50,11,18.33,8.26,198
19,1,51,6,18.33,8.26,198
19,1,52,1,18.33,8.27,198
19,1,52,56,18.33,8.27,198
19,1,53,51,18.33,8.27,198
19,1,54,46,18.33,8.27,198
19,1,55,41,18.32,8.27,198
19,1,56,36,18.32,8.27,198
19,1,57,31,18.32,8.27,198
19,1,58,26,18.31,8.28,198
19,1,59,21,18.29,8.28,198
19,2,0,16,18.29,8.28,198
19,2,1,11,18.28,8.28,198
19,2,2,6,18.26,8.28,198
19,2,3,1,18.24,8.28,198
19,2,3,56,18.21,8.28,198
19,2,4,51,18.23,8.29,198
19,2,5,46,18.25,8.29,198
19,2,6,41,18.24,8.29,198
19,2,7,35,18.23,8.29,198
19,2,8,31,18.22,8.29,198
19,2,9,25,18.23,8.29,198
19,2,10,20,18.21,8.29,198
19,2,11,15,18.23,8.29,198
19,2,12,10,18.26,8.29,198
19,2,13,5,18.28,8.3,198
19,2,14,0,18.27,8.3,198
19,2,14,55,18.24,8.3,198
19,2,15,50,18.26,8.3,198
19,2,16,45,18.24,8.3,198
19,2,17,40,18.22,8.3,198
19,2,18,35,18.25,8.3,198
19,2,19,30,18.23,8.3,198
19,2,20,25,18.25,8.3,198
19,2,21,20,18.27,8.3,198
19,2,22,14,18.26,8.3,198
19,2,23,9,18.26,8.3,198
19,2,24,4,18.27,8.3,198
19,2,24,59,18.26,8.3,198
19,2,25,54,18.27,8.3,198
19,2,26,49,18.25,8.3,198
19,2,27,47,18.23,8.3,198
19,2,28,42,18.23,8.3,198
19,2,29,40,18.22,8.3,198
19,2,30,32,18.22,8.3,198
19,2,31,27,18.24,8.3,198
19,2,32,22,18.22,8.3,198
19,2,33,19,18.24,8.31,198
19,2,34,15,18.26,8.31,198
19,2,35,9,18.25,8.31,198
19,2,36,4,18.23,8.31,198
19,2,36,59,18.25,8.31,198
19,2,37,54,18.26,8.31,198
19,2,38,49,18.26,8.31,198
19,2,39,44,18.25,8.31,198
19,2,40,39,18.26,8.31,198
19,2,41,34,18.28,8.31,198
19,2,42,29,18.27,8.31,198
19,2,43,24,18.27,8.31,198
19,2,44,19,18.26,8.31,198
19,2,45,14,18.27,8.31,198
19,2,46,9,18.28,8.31,198
19,2,47,4,18.3,8.3,198
19,2,47,59,18.29,8.3,198
19,2,48,54,18.29,8.3,198
19,2,49,48,18.31,8.3,198
19,2,50,44,18.29,8.3,198
19,2,51,38,18.31,8.3,198
19,2,52,33,18.3,8.3,198
19,2,53,28,18.29,8.3,198
19,2,54,23,18.32,8.3,198
19,2,55,21,18.31,8.3,198
19,2,56,17,18.34,8.3,198
19,2,57,8,18.34,8.3,198
19,2,58,4,18.36,8.3,198
19,2,58,58,18.35,8.3,198
19,2,59,53,18.38,8.3,198
19,3,0,48,18.38,8.3,198
19,3,1,43,18.39,8.3,198
19,3,2,38,18.37,8.3,198
19,3,3,33,18.36,8.3,198
19,3,4,28,18.36,8.3,198
19,3,5,23,18.39,8.3,198
19,3,6,18,18.41,8.3,198
19,3,7,13,18.42,8.3,198
19,3,8,8,18.42,8.29,198
19,3,9,3,18.44,8.29,198
19,3,9,57,18.44,8.29,198
19,3,10,53,18.47,8.29,198
19,3,11,47,18.46,8.29,198
19,3,12,42,18.46,8.29,198
19,3,13,37,18.49,8.29,198
19,3,14,32,18.48,8.29,198
19,3,15,27,18.48,8.29,198
19,3,16,22,18.49,8.29,198
19,3,17,17,18.47,8.29,198
19,3,18,12,18.46,8.29,198
19,3,19,7,18.46,8.28,198
19,3,20,2,18.49,8.28,198
19,3,20,57,18.49,8.28,198
19,3,21,52,18.47,8.28,198
19,3,22,46,18.5,8.28,198
19,3,23,42,18.52,8.28,198
19,3,24,36,18.52,8.28,198
19,3,25,31,18.54,8.28,198
19,3,26,29,18.54,8.28,198
19,3,27,24,18.56,8.28,198
19,3,29,25,18.57,8.28,198
19,3,30,20,18.58,8.27,198
19,3,31,18,18.57,8.27,198
19,3,32,9,18.56,8.27,198
19,3,33,18,18.56,8.27,198
19,3,34,25,18.59,8.27,198
19,3,35,14,18.6,8.27,198
19,3,36,15,18.6,8.27,198
19,3,37,25,18.63,8.27,198
19,3,38,38,18.62,8.27,198
19,3,39,56,18.6,8.27,198
19,3,40,51,18.59,8.26,198
19,3,42,36,18.6,8.26,198
19,3,43,47,18.6,8.26,198
19,3,45,32,18.59,8.26,198
19,3,46,58,18.6,8.26,198
19,3,48,26,18.61,8.26,198
19,3,49,42,18.62,8.26,198
19,3,50,40,18.61,8.26,198
19,3,51,38,18.62,8.26,198
19,3,52,46,18.64,8.25,198
19,3,53,28,18.66,8.25,198
19,3,54,26,18.66,8.25,198
19,3,55,39,18.69,8.25,198
19,3,56,40,18.68,8.25,198
19,3,57,45,18.7,8.25,198
19,3,58,37,18.73,8.25,198
19,4,0,54,18.73,8.25,198
19,4,1,46,18.72,8.25,198
19,4,2,41,18.73,8.25,198
19,4,3,36,18.75,8.24,198
19,4,4,31,18.76,8.24,198
19,4,5,26,18.76,8.24,198
19,4,6,30,18.78,8.24,198
19,4,7,24,18.76,8.24,198
19,4,8,20,18.78,8.24,198
19,4,9,14,18.8,8.24,198
19,4,10,12,18.79,8.24,198
19,4,11,7,18.82,8.24,198
19,4,12,2,18.81,8.23,198
19,4,12,57,18.82,8.23,198
19,4,13,52,18.81,8.23,198
19,4,14,47,18.84,8.23,198
19,4,15,42,18.86,8.23,198
19,4,16,37,18.89,8.23,198
19,4,17,32,18.88,8.23,198
19,4,18,27,18.87,8.23,198
19,4,19,29,18.87,8.23,198
19,4,20,24,18.88,8.22,198
19,4,21,19,18.87,8.22,198
19,4,22,16,18.9,8.22,198
19,4,23,22,18.89,8.22,198
19,4,24,28,18.91,8.22,197
19,4,25,23,18.94,8.22,197
19,4,26,18,18.96,8.22,197
19,4,27,15,19,8.22,197
19,4,28,8,19,8.21,197
19,4,29,5,19.02,8.21,197
19,4,30,1,19.03,8.21,197
19,4,30,58,19.06,8.21,197
19,4,31,57,19.09,8.21,197
19,4,32,51,19.11,8.21,197
19,4,33,48,19.11,8.21,197
19,4,34,56,19.11,8.21,197
19,4,36,9,19.11,8.21,197
19,4,36,59,19.1,8.2,197
19,4,38,3,19.13,8.2,197
19,4,39,6,19.16,8.2,197
19,4,40,3,19.17,8.2,197
19,4,41,1,19.17,8.2,197
19,4,43,9,19.2,8.2,197
19,4,44,2,19.2,8.2,197
19,4,45,9,19.22,8.2,197
19,4,46,16,19.25,8.19,197
19,4,47,23,19.24,8.19,197
19,4,48,31,19.23,8.19,197
19,4,49,38,19.25,8.19,197
19,4,50,45,19.27,8.19,197
19,4,51,54,19.3,8.19,197
19,4,52,59,19.32,8.19,197
19,4,54,6,19.35,8.19,197
19,4,55,14,19.34,8.18,197
19,4,56,21,19.36,8.18,197
19,4,57,28,19.39,8.18,197
19,4,58,35,19.39,8.18,197
19,4,59,42,19.41,8.18,197
19,5,0,49,19.42,8.18,197
19,5,1,56,19.44,8.18,197
19,5,3,4,19.44,8.18,197
19,5,4,11,19.47,8.17,197
19,5,5,18,19.5,8.17,197
19,5,6,25,19.53,8.17,197
19,5,7,32,19.55,8.17,197
19,5,8,40,19.57,8.17,197
19,5,9,47,19.58,8.17,197
19,5,10,54,19.61,8.17,197
19,5,12,1,19.64,8.16,197
19,5,13,8,19.66,8.16,197
19,5,14,15,19.65,8.16,197
19,5,15,23,19.68,8.16,197
19,5,16,30,19.67,8.16,197
19,5,17,37,19.66,8.16,197
19,5,18,44,19.68,8.16,197
19,5,19,51,19.68,8.16,197
19,5,20,58,19.71,8.15,197
19,5,22,5,19.7,8.15,197
19,5,23,12,19.71,8.15,197
19,5,24,19,19.75,8.15,197
19,5,25,26,19.78,8.15,197
19,5,26,34,19.78,8.15,197
19,5,27,41,19.78,8.15,197
19,5,28,48,19.82,8.14,197
19,5,29,55,19.82,8.14,197
19,5,31,2,19.82,8.14,197
19,5,32,9,19.82,8.14,197
19,5,33,16,19.86,8.14,197
19,5,34,23,19.85,8.14,197
19,5,35,30,19.87,8.13,197
19,5,36,37,19.9,8.13,197
19,5,37,46,19.92,8.13,197
19,5,38,53,19.94,8.13,197
19,5,40,0,19.95,8.13,197
19,5,41,7,19.97,8.13,197
19,5,42,15,19.98,8.12,197
19,5,43,27,19.98,8.12,197
19,5,44,35,19.99,8.12,197
19,5,45,39,20,8.12,197
19,5,46,46,20.02,8.12,197
19,5,47,53,20.05,8.12,197
19,5,49,0,20.08,8.11,197
19,5,50,11,20.09,8.11,197
19,5,51,18,20.09,8.11,197
19,5,52,25,20.09,8.11,197
19,5,53,32,20.13,8.11,197
19,5,54,43,20.13,8.11,197
19,5,55,53,20.15,8.1,197
19,5,56,58,20.18,8.1,197
19,5,57,51,20.19,8.1,197
19,5,59,2,20.19,8.1,197
19,6,0,14,20.18,8.1,197
19,6,1,19,20.21,8.1,197
19,6,2,14,20.21,8.09,197
19,6,3,26,20.24,8.09,197
19,6,4,28,20.27,8.09,197
19,6,5,29,20.28,8.09,197
19,6,6,31,20.29,8.09,197
19,6,7,36,20.31,8.09,197
19,6,8,32,20.34,8.08,197
19,6,9,38,20.36,8.08,197
19,6,10,40,20.36,8.08,197
19,6,11,49,20.38,8.08,197
19,6,12,56,20.4,8.08,197
19,6,14,3,20.42,8.08,197
19,6,15,11,20.41,8.07,197
19,6,16,18,20.42,8.07,197
19,6,17,18,20.42,8.07,197
19,6,18,18,20.45,8.07,197
19,6,19,18,20.47,8.07,197
19,6,20,18,20.46,8.06,197
19,6,22,18,20.49,8.06,197
19,6,23,10,20.51,8.06,197
19,6,24,11,20.53,8.06,196
19,6,25,21,20.54,8.06,196
19,6,26,27,20.57,8.06,196
19,6,27,34,20.6,8.05,196
19,6,28,41,20.62,8.05,196
19,6,29,48,20.65,8.05,196
19,6,30,55,20.67,8.05,196
19,6,32,2,20.7,8.05,196
19,6,33,9,20.72,8.05,196
19,6,34,16,20.73,8.04,196
19,6,35,23,20.72,8.04,196
19,6,36,30,20.72,8.04,196
19,6,37,36,20.71,8.04,196
19,6,38,43,20.71,8.04,196
19,6,39,50,20.74,8.04,196
19,6,40,57,20.77,8.03,196
19,6,42,4,20.8,8.03,196
19,6,43,11,20.8,8.03,196
19,6,44,18,20.83,8.03,196
19,6,45,25,20.83,8.03,196
19,6,46,32,20.81,8.03,196
19,6,47,39,20.83,8.02,196
19,6,48,46,20.84,8.02,196
19,6,49,53,20.86,8.02,196
19,6,50,59,20.88,8.02,196
19,6,52,6,20.9,8.02,196
19,6,53,13,20.93,8.01,196
19,6,54,20,20.95,8.01,196
19,6,55,27,20.98,8.01,196
19,6,56,35,20.98,8.01,196
19,6,57,43,21,8.01,196
19,6,58,50,21,8.01,196
19,6,59,57,20.99,8,196
19,7,1,3,21.01,8,196
19,7,2,10,21.05,8,196
19,7,2,51,21.06,8,196
19,7,3,45,21.07,8,196
19,7,4,40,21.07,7.99,196
19,7,5,35,21.09,7.99,196
19,7,6,45,21.12,7.99,196
19,7,7,36,21.12,7.99,196
19,7,8,31,21.14,7.99,196
19,7,9,26,21.15,7.99,196
19,7,10,40,21.14,7.98,196
19,7,11,47,21.15,7.98,196
19,7,13,54,21.14,7.98,196
19,7,14,50,21.14,7.98,196
19,7,15,47,21.16,7.98,196
19,7,16,51,21.15,7.97,196
19,7,17,38,21.15,7.97,196
19,7,18,44,21.16,7.97,196
19,7,19,36,21.15,7.97,196
19,7,20,22,21.15,7.96,196
19,7,21,25,21.17,7.96,196
19,7,22,16,21.19,7.96,196
19,7,23,17,21.2,7.96,196
19,7,24,27,21.23,7.95,196
19,7,25,28,21.25,7.95,196
19,7,26,26,21.27,7.95,196
19,7,26,54,21.3,7.95,196
19,7,28,1,21.3,7.95,196
19,7,29,9,21.3,7.94,196
19,7,30,18,21.29,7.94,196
19,7,31,25,21.28,7.94,196
19,7,32,38,21.27,7.94,196
19,7,33,45,21.31,7.93,196
19,7,34,54,21.32,7.93,196
19,7,35,52,21.35,7.93,196
19,7,36,43,21.37,7.92,196
19,7,37,34,21.4,7.92,196
19,7,38,22,21.42,7.92,196
19,7,39,10,21.43,7.92,196
19,7,40,20,21.42,7.91,196
19,7,41,32,21.42,7.91,196
19,7,42,39,21.45,7.91,196
19,7,43,41,21.48,7.91,196
19,7,44,42,21.49,7.9,196
19,7,45,45,21.48,7.9,196
19,7,46,43,21.48,7.9,196
19,7,47,34,21.5,7.89,196
19,7,48,17,21.53,7.89,196
19,7,49,48,21.57,7.89,196
19,7,50,58,21.58,7.89,196
19,7,51,56,21.6,7.88,196
19,7,53,12,21.64,7.88,196
19,7,54,25,21.66,7.88,196
19,7,55,38,21.67,7.87,196
19,7,56,45,21.69,7.87,196
19,7,57,37,21.72,7.87,196
19,7,58,31,21.73,7.86,196
19,7,59,38,21.76,7.86,196
19,8,0,22,21.77,7.86,196
19,8,1,28,21.77,7.85,196
19,8,2,36,21.79,7.85,196
19,8,3,7,21.82,7.85,196
19,8,4,16,21.83,7.84,196
19,8,5,47,21.85,7.84,196
19,8,6,42,21.85,7.84,196
19,8,7,36,21.86,7.83,196
19,8,8,20,21.88,7.83,196
19,8,9,15,21.87,7.83,196
19,8,10,10,21.91,7.82,196
19,8,11,6,21.94,7.82,196
19,8,12,1,21.94,7.82,196
19,8,12,26,21.97,7.81,196
19,8,13,21,21.98,7.81,196
19,8,14,22,22.01,7.81,196
19,8,15,25,22,7.8,196
19,8,16,31,22.03,7.8,196
19,8,17,34,22.03,7.8,196
19,8,18,38,22.03,7.79,196
19,8,19,43,22.07,7.79,196
19,8,20,51,22.09,7.78,196
19,8,21,47,22.11,7.78,196
19,8,22,45,22.12,7.78,196
19,8,23,55,22.14,7.77,196
19,8,25,1,22.14,7.77,196
19,8,26,11,22.16,7.77,196
19,8,27,13,22.17,7.76,196
19,8,28,8,22.19,7.76,196
19,8,29,3,22.21,7.75,196
19,8,29,58,22.22,7.75,196
19,8,30,56,22.21,7.75,196
19,8,31,51,22.21,7.74,196
19,8,32,46,22.21,7.74,196
19,8,33,41,22.23,7.73,196
19,8,34,36,22.22,7.73,196
19,8,35,31,22.26,7.73,196
19,8,36,26,22.3,7.72,196
19,8,37,21,22.32,7.72,196
19,8,38,16,22.31,7.71,196
19,8,39,11,22.33,7.71,196
19,8,40,6,22.36,7.71,196
19,8,41,1,22.38,7.7,196
19,8,41,56,22.41,7.7,196
19,8,42,51,22.44,7.7,196
19,8,43,46,22.46,7.69,196
19,8,44,41,22.48,7.69,196
19,8,45,36,22.48,7.68,196
19,8,46,33,22.51,7.68,196
19,8,47,26,22.52,7.68,196
19,8,48,21,22.53,7.67,196
19,8,49,15,22.56,7.67,196
19,8,50,10,22.54,7.66,196
19,8,51,5,22.54,7.66,196
19,8,52,1,22.53,7.66,196
19,8,52,56,22.54,7.65,196
19,8,53,51,22.56,7.65,196
19,8,54,46,22.55,7.65,196
19,8,55,41,22.57,7.64,196
19,8,56,37,22.57,7.64,196
19,8,57,31,22.57,7.63,196
19,8,58,27,22.61,7.63,196
19,8,59,22,22.62,7.63,196
19,9,0,17,22.63,7.62,196
19,9,1,12,22.67,7.62,196
19,9,2,7,22.69,7.61,196
19,9,3,2,22.72,7.61,196
19,9,3,57,22.75,7.61,196
19,9,4,52,22.75,7.6,196
19,9,5,47,22.77,7.6,196
19,9,6,42,22.78,7.6,196
19,9,7,37,22.78,7.59,196
19,9,8,32,22.77,7.59,196
19,9,9,27,22.78,7.58,196
19,9,10,22,22.77,7.58,196
19,9,11,17,22.76,7.58,196
19,9,12,12,22.77,7.57,196
19,9,13,7,22.79,7.57,196
19,9,14,2,22.79,7.56,196
19,9,14,57,22.8,7.56,196
19,9,15,52,22.82,7.56,196
19,9,16,47,22.83,7.55,196
19,9,17,42,22.84,7.55,196
19,9,18,37,22.85,7.54,196
19,9,19,32,22.85,7.54,196
19,9,20,27,22.86,7.54,196
19,9,21,22,22.87,7.53,196
19,9,22,19,22.86,7.53,196
19,9,23,14,22.9,7.52,196
19,9,23,40,22.91,7.52,196
19,9,23,54,22.95,7.52,196
19,9,24,9,22.97,7.51,196
19,9,24,31,22.96,7.51,196
19,9,24,43,22.95,7.5,196
19,9,25,37,22.98,7.5,196
19,9,27,4,23,7.49,196
19,9,27,40,23.02,7.49,196
19,9,28,50,23.05,7.49,196
19,9,30,20,23.06,7.48,196
19,9,31,28,23.05,7.48,196
19,9,32,36,23.06,7.47,196
19,9,33,43,23.06,7.47,196
19,9,34,50,23.06,7.46,196
19,9,35,57,23.09,7.46,196
19,9,37,4,23.1,7.46,196
19,9,38,11,23.11,7.45,196
19,9,39,18,23.13,7.45,197
19,9,40,26,23.14,7.44,197
19,9,41,33,23.13,7.44,197
19,9,42,40,23.16,7.43,197
19,9,43,47,23.19,7.43,197
19,9,44,54,23.22,7.42,197
19,9,46,1,23.21,7.42,197
19,9,47,8,23.24,7.42,197
19,9,48,15,23.22,7.41,197
19,9,49,23,23.25,7.41,197
19,9,50,30,23.25,7.4,197
19,9,51,37,23.27,7.4,197
19,9,52,44,23.29,7.39,197
19,9,53,51,23.31,7.39,197
19,9,54,59,23.32,7.38,197
19,9,56,6,23.31,7.38,197
19,9,57,13,23.3,7.38,197
19,9,58,20,23.31,7.37,197
19,9,59,27,23.31,7.37,197
19,10,0,34,23.34,7.36,197
19,10,1,41,23.35,7.36,197
19,10,2,48,23.35,7.35,197
19,10,3,55,23.38,7.35,197
19,10,5,3,23.38,7.34,197
19,10,6,10,23.4,7.34,197
19,10,7,17,23.4,7.34,197
19,10,8,24,23.41,7.33,197
19,10,9,31,23.42,7.33,197
19,10,10,38,23.41,7.32,197
19,10,11,45,23.4,7.32,197
19,10,12,52,23.38,7.31,197
19,10,14,3,23.35,7.31,197
19,10,15,10,23.37,7.31,197
19,10,16,17,23.38,7.3,197
19,10,17,24,23.39,7.3,197
19,10,18,31,23.4,7.29,196
19,10,19,38,23.39,7.29,196
19,10,20,45,23.4,7.28,196
19,10,21,45,23.4,7.28,196
19,10,22,52,23.38,7.28,196
19,10,24,3,23.36,7.27,196
19,10,25,10,23.35,7.27,196
19,10,26,17,23.37,7.26,196
19,10,27,24,23.35,7.26,196
19,10,28,31,23.34,7.25,196
19,10,29,38,23.35,7.25,196
19,10,30,45,23.32,7.25,196
19,10,31,6,23.33,7.24,196
19,10,32,13,23.33,7.24,196
19,10,33,20,23.31,7.23,196
19,10,34,27,23.32,7.23,196
19,10,35,34,23.32,7.22,196
19,10,36,41,23.32,7.22,196
19,10,37,48,23.32,7.22,196
19,10,38,56,23.3,7.21,196
19,10,40,3,23.29,7.21,196
19,10,41,11,23.29,7.2,196
19,10,42,21,23.27,7.2,196
19,10,43,3,23.26,7.19,196
19,10,44,51,23.28,7.19,196
19,10,45,59,23.27,7.18,196
19,10,47,6,23.26,7.18,196
19,10,48,13,23.25,7.18,196
19,10,49,20,23.28,7.17,196
19,10,50,27,23.29,7.17,196
19,10,51,34,23.31,7.16,196
19,10,52,41,23.29,7.16,196
19,10,53,48,23.29,7.15,196
19,10,54,55,23.28,7.15,196
19,10,56,2,23.27,7.15,196
19,10,57,10,23.25,7.14,196
19,10,58,17,23.25,7.14,196
19,10,59,24,23.28,7.13,196
19,11,0,31,23.26,7.13,196
19,11,1,38,23.27,7.12,196
19,11,2,55,23.28,7.12,196
19,11,4,0,23.26,7.11,196
19,11,4,55,23.29,7.11,196
19,11,5,49,23.29,7.11,196
19,11,6,44,23.29,7.1,196
19,11,7,39,23.29,7.1,196
19,11,8,34,23.29,7.09,196
19,11,9,29,23.31,7.09,196
19,11,10,24,23.32,7.09,196
19,11,11,23,23.31,7.08,196
19,11,12,12,23.28,7.08,196
19,11,13,24,23.31,7.08,196
19,11,14,26,23.33,7.07,196
19,11,15,34,23.31,7.07,196
19,11,16,44,23.31,7.07,196
19,11,17,37,23.32,7.06,196
19,11,18,48,23.31,7.06,196
19,11,19,40,23.33,7.06,196
19,11,20,51,23.32,7.05,196
19,11,21,48,23.31,7.05,196
19,11,22,55,23.31,7.05,196
19,11,23,43,23.29,7.05,196
19,11,24,30,23.28,7.04,196
19,11,25,59,23.27,7.04,196
